S,I,R,Reaction Type
59,13,276,1
58,14,276,1
57,15,276,2
57,14,277,2
57,13,278,6
58,13,278,2
58,12,279,1
57,13,279,6
58,13,279,2
58,12,280,1
57,13,280,1
56,14,280,2
56,13,281,2
56,12,282,1
55,13,282,1
54,14,282,6
55,14,282,1
54,15,282,1
53,16,282,6
54,16,282,6
55,16,282,2
55,15,283,1
54,16,283,2
54,15,284,1
53,16,284,6
54,16,284,1
53,17,284,1
52,18,284,2
52,17,285,1
51,18,285,1
50,19,285,2
50,18,286,2
50,17,287,1
49,18,287,1
48,19,287,1
47,20,287,1
46,21,287,1
45,22,287,1
44,23,287,2
44,22,288,1
43,23,288,2
43,22,289,2
43,21,290,2
43,20,291,2
43,19,292,6
44,19,292,2
44,18,293,2
44,17,294,5
44,17,293,2
44,16,294,1
43,17,294,6
44,17,294,1
43,18,294,1
42,19,294,2
42,18,295,2
42,17,296,1
41,18,296,1
40,19,296,1
39,20,296,6
40,20,296,6
41,20,296,2
41,19,297,1
40,20,297,2
40,19,298,1
39,20,298,2
39,19,299,2
39,18,300,2
39,17,301,1
38,18,301,2
38,17,302,1
37,18,302,2
37,17,303,1
36,18,303,1
35,19,303,1
34,20,303,2
34,19,304,6
35,19,304,1
34,20,304,2
34,19,305,6
35,19,305,6
36,19,305,6
37,19,305,1
36,20,305,1
35,21,305,1
34,22,305,2
34,21,306,2
34,20,307,1
33,21,307,1
32,22,307,5
32,22,306,2
32,21,307,1
31,22,307,6
32,22,307,2
32,21,308,2
32,20,309,2
32,19,310,6
33,19,310,6
34,19,310,6
35,19,310,6
36,19,310,2
36,18,311,1
35,19,311,1
34,20,311,2
34,19,312,6
35,19,312,6
36,19,312,6
37,19,312,6
38,19,312,1
37,20,312,2
37,19,313,6
38,19,313,6
39,19,313,6
40,19,313,6
41,19,313,2
41,18,314,2
41,17,315,5
41,17,314,1
40,18,314,6
41,18,314,1
40,19,314,6
41,19,314,6
42,19,314,2
42,18,315,1
41,19,315,2
41,18,316,6
42,18,316,1
41,19,316,1
40,20,316,1
39,21,316,6
40,21,316,2
40,20,317,6
41,20,317,1
40,21,317,1
39,22,317,2
39,21,318,2
39,20,319,2
39,19,320,2
39,18,321,6
40,18,321,1
39,19,321,6
40,19,321,1
39,20,321,1
38,21,321,2
38,20,322,6
39,20,322,6
40,20,322,1
39,21,322,6
40,21,322,1
39,22,322,2
39,21,323,5
39,21,322,2
39,20,323,2
39,19,324,2
39,18,325,5
39,18,324,6
40,18,324,6
100,1,0,6
101,1,0,6
102,1,0,1
101,2,0,6
102,2,0,6
103,2,0,1
102,3,0,2
102,2,1,6
103,2,1,6
104,2,1,6
105,2,1,2
105,1,2,6
106,1,2,6
107,1,2,6
108,1,2,6
109,1,2,6
110,1,2,6
111,1,2,6
112,1,2,6
113,1,2,6
114,1,2,6
115,1,2,6
116,1,2,6
117,1,2,6
118,1,2,6
119,1,2,6
120,1,2,6
121,1,2,6
122,1,2,3
121,1,2,6
122,1,2,6
123,1,2,6
124,1,2,6
125,1,2,6
126,1,2,1
125,2,2,1
124,3,2,6
125,3,2,6
126,3,2,1
125,4,2,2
125,3,3,6
126,3,3,6
127,3,3,6
128,3,3,2
128,2,4,6
129,2,4,1
128,3,4,6
129,3,4,6
130,3,4,6
131,3,4,6
132,3,4,6
133,3,4,2
133,2,5,6
134,2,5,6
135,2,5,1
134,3,5,2
134,2,6,6
135,2,6,6
136,2,6,6
137,2,6,1
136,3,6,3
135,3,6,1
134,4,6,6
135,4,6,6
136,4,6,6
137,4,6,2
137,3,7,6
138,3,7,6
139,3,7,6
140,3,7,6
141,3,7,6
142,3,7,1
141,4,7,1
140,5,7,1
139,6,7,1
138,7,7,2
138,6,8,1
137,7,8,1
136,8,8,6
137,8,8,6
138,8,8,6
139,8,8,1
138,9,8,6
139,9,8,1
138,10,8,1
137,11,8,1
136,12,8,1
135,13,8,6
136,13,8,1
135,14,8,6
136,14,8,1
135,15,8,2
135,14,9,1
134,15,9,1
133,16,9,1
132,17,9,2
132,16,10,6
133,16,10,1
132,17,10,2
132,16,11,1
131,17,11,1
130,18,11,1
129,19,11,1
128,20,11,1
127,21,11,2
127,20,12,2
127,19,13,1
126,20,13,1
125,21,13,2
125,20,14,1
124,21,14,1
123,22,14,2
123,21,15,1
122,22,15,1
121,23,15,1
120,24,15,1
119,25,15,2
119,24,16,2
119,23,17,6
120,23,17,6
121,23,17,2
121,22,18,6
122,22,18,2
122,21,19,1
121,22,19,1
120,23,19,2
120,22,20,1
119,23,20,1
118,24,20,1
117,25,20,6
118,25,20,6
119,25,20,6
120,25,20,2
120,24,21,2
120,23,22,1
119,24,22,1
118,25,22,1
117,26,22,6
118,26,22,3
117,26,22,1
116,27,22,6
117,27,22,2
117,26,23,6
118,26,23,1
117,27,23,1
116,28,23,2
116,27,24,6
117,27,24,2
117,26,25,2
117,25,26,1
116,26,26,1
115,27,26,1
114,28,26,6
115,28,26,1
114,29,26,1
113,30,26,2
113,29,27,6
114,29,27,1
113,30,27,1
112,31,27,1
111,32,27,1
110,33,27,1
109,34,27,1
108,35,27,1
107,36,27,2
107,35,28,1
106,36,28,2
106,35,29,2
106,34,30,1
105,35,30,1
104,36,30,2
104,35,31,1
103,36,31,6
104,36,31,1
103,37,31,1
102,38,31,2
102,37,32,1
101,38,32,1
100,39,32,6
101,39,32,1
100,40,32,2
100,39,33,6
101,39,33,2
101,38,34,1
100,39,34,1
99,40,34,1
98,41,34,1
97,42,34,1
96,43,34,1
95,44,34,2
95,43,35,6
96,43,35,1
95,44,35,1
94,45,35,1
93,46,35,1
92,47,35,1
91,48,35,1
90,49,35,6
91,49,35,2
91,48,36,1
90,49,36,1
89,50,36,6
90,50,36,1
89,51,36,6
90,51,36,6
91,51,36,2
91,50,37,1
90,51,37,1
89,52,37,1
88,53,37,2
88,52,38,6
89,52,38,1
88,53,38,2
88,52,39,1
87,53,39,2
87,52,40,2
87,51,41,2
87,50,42,1
86,51,42,1
85,52,42,2
85,51,43,2
85,50,44,1
84,51,44,1
83,52,44,1
82,53,44,2
82,52,45,2
82,51,46,2
82,50,47,1
81,51,47,1
80,52,47,2
80,51,48,1
79,52,48,1
78,53,48,1
77,54,48,2
77,53,49,6
78,53,49,1
77,54,49,1
76,55,49,1
75,56,49,4
75,55,49,1
74,56,49,2
74,55,50,2
74,54,51,2
74,53,52,1
73,54,52,2
73,53,53,1
72,54,53,2
72,53,54,1
71,54,54,2
71,53,55,2
71,52,56,2
71,51,57,6
72,51,57,6
73,51,57,1
72,52,57,1
71,53,57,1
70,54,57,6
71,54,57,1
70,55,57,1
69,56,57,6
70,56,57,6
71,56,57,6
72,56,57,2
72,55,58,1
71,56,58,2
71,55,59,2
71,54,60,1
70,55,60,1
69,56,60,1
68,57,60,2
68,56,61,2
68,55,62,6
69,55,62,2
69,54,63,1
68,55,63,6
69,55,63,1
68,56,63,2
68,55,64,6
69,55,64,1
68,56,64,1
67,57,64,1
66,58,64,2
66,57,65,2
66,56,66,1
65,57,66,1
64,58,66,1
63,59,66,1
62,60,66,1
61,61,66,1
60,62,66,2
60,61,67,1
59,62,67,1
58,63,67,2
58,62,68,2
58,61,69,1
57,62,69,1
56,63,69,1
55,64,69,6
56,64,69,1
55,65,69,2
55,64,70,1
54,65,70,1
53,66,70,1
52,67,70,1
51,68,70,1
50,69,70,1
49,70,70,2
49,69,71,2
49,68,72,2
49,67,73,2
49,66,74,1
48,67,74,2
48,66,75,2
48,65,76,2
48,64,77,1
47,65,77,2
47,64,78,2
47,63,79,1
46,64,79,2
46,63,80,1
45,64,80,2
45,63,81,2
45,62,82,1
44,63,82,2
44,62,83,6
45,62,83,2
45,61,84,6
46,61,84,2
46,60,85,1
45,61,85,1
44,62,85,2
44,61,86,1
43,62,86,1
42,63,86,2
42,62,87,1
41,63,87,1
40,64,87,2
40,63,88,2
40,62,89,2
40,61,90,6
41,61,90,2
41,60,91,1
40,61,91,6
41,61,91,1
40,62,91,2
40,61,92,2
40,60,93,2
40,59,94,6
41,59,94,1
40,60,94,2
40,59,95,2
40,58,96,1
39,59,96,1
38,60,96,1
37,61,96,2
37,60,97,2
37,59,98,1
36,60,98,2
36,59,99,2
36,58,100,1
35,59,100,2
35,58,101,1
34,59,101,2
34,58,102,2
34,57,103,1
33,58,103,2
33,57,104,2
33,56,105,2
33,55,106,2
33,54,107,1
32,55,107,2
32,54,108,2
32,53,109,6
33,53,109,2
33,52,110,2
33,51,111,2
33,50,112,2
33,49,113,1
32,50,113,1
31,51,113,2
31,50,114,2
31,49,115,1
30,50,115,1
29,51,115,6
30,51,115,1
29,52,115,2
29,51,116,2
29,50,117,2
29,49,118,1
28,50,118,2
28,49,119,2
28,48,120,1
27,49,120,2
27,48,121,6
28,48,121,1
27,49,121,6
28,49,121,1
27,50,121,6
28,50,121,1
27,51,121,2
27,50,122,1
26,51,122,2
26,50,123,2
26,49,124,2
26,48,125,2
26,47,126,2
26,46,127,2
26,45,128,6
27,45,128,2
27,44,129,2
27,43,130,2
27,42,131,1
26,43,131,1
25,44,131,2
25,43,132,2
25,42,133,1
24,43,133,2
24,42,134,6
25,42,134,1
24,43,134,6
25,43,134,2
25,42,135,6
26,42,135,2
26,41,136,2
26,40,137,2
26,39,138,2
26,38,139,2
26,37,140,2
26,36,141,5
26,36,140,6
27,36,140,1
26,37,140,2
26,36,141,2
26,35,142,2
26,34,143,2
26,33,144,2
26,32,145,2
26,31,146,2
26,30,147,2
26,29,148,2
26,28,149,1
25,29,149,1
24,30,149,2
24,29,150,2
24,28,151,2
24,27,152,2
24,26,153,2
24,25,154,2
24,24,155,2
24,23,156,6
25,23,156,2
25,22,157,2
25,21,158,6
26,21,158,1
25,22,158,1
24,23,158,6
25,23,158,2
25,22,159,6
26,22,159,6
27,22,159,1
26,23,159,2
26,22,160,2
26,21,161,2
26,20,162,2
26,19,163,1
25,20,163,6
26,20,163,6
27,20,163,2
27,19,164,6
28,19,164,2
28,18,165,2
28,17,166,6
29,17,166,1
28,18,166,1
27,19,166,6
28,19,166,6
29,19,166,2
29,18,167,2
29,17,168,1
28,18,168,2
28,17,169,6
29,17,169,6
30,17,169,6
31,17,169,6
32,17,169,2
32,16,170,2
32,15,171,6
33,15,171,1
32,16,171,5
32,16,170,2
32,15,171,2
32,14,172,2
32,13,173,1
31,14,173,1
30,15,173,2
30,14,174,5
30,14,173,6
31,14,173,1
30,15,173,6
31,15,173,6
32,15,173,6
33,15,173,2
33,14,174,6
34,14,174,6
35,14,174,2
35,13,175,2
35,12,176,6
36,12,176,1
35,13,176,6
36,13,176,2
36,12,177,1
35,13,177,6
36,13,177,5
36,13,176,1
35,14,176,2
35,13,177,6
36,13,177,2
36,12,178,5
36,12,177,1
35,13,177,6
36,13,177,2
36,12,178,1
35,13,178,6
36,13,178,2
36,12,179,6
37,12,179,2
37,11,180,6
38,11,180,2
38,10,181,2
38,9,182,1
37,10,182,6
38,10,182,2
38,9,183,1
37,10,183,5
37,10,182,1
36,11,182,5
36,11,181,6
37,11,181,6
38,11,181,2
38,10,182,1
37,11,182,1
36,12,182,6
37,12,182,2
37,11,183,1
36,12,183,6
37,12,183,2
37,11,184,5
37,11,183,6
38,11,183,2
38,10,184,6
39,10,184,1
38,11,184,6
39,11,184,6
40,11,184,6
41,11,184,6
42,11,184,2
42,10,185,6
43,10,185,5
43,10,184,6
44,10,184,1
43,11,184,6
44,11,184,2
44,10,185,6
45,10,185,2
45,9,186,1
44,10,186,1
43,11,186,1
42,12,186,1
41,13,186,2
41,12,187,2
41,11,188,1
40,12,188,1
39,13,188,6
40,13,188,1
39,14,188,2
39,13,189,6
40,13,189,5
40,13,188,1
39,14,188,2
39,13,189,2
39,12,190,1
38,13,190,2
38,12,191,6
39,12,191,2
39,11,192,1
38,12,192,6
39,12,192,2
39,11,193,1
38,12,193,2
38,11,194,2
38,10,195,6
39,10,195,1
38,11,195,6
39,11,195,6
40,11,195,6
41,11,195,2
41,10,196,6
42,10,196,6
43,10,196,6
44,10,196,1
43,11,196,6
44,11,196,6
45,11,196,6
46,11,196,1
45,12,196,2
45,11,197,2
45,10,198,2
45,9,199,6
46,9,199,1
45,10,199,1
44,11,199,6
45,11,199,2
45,10,200,6
46,10,200,1
45,11,200,6
46,11,200,2
46,10,201,6
47,10,201,1
46,11,201,5
46,11,200,6
47,11,200,1
46,12,200,6
47,12,200,1
46,13,200,6
47,13,200,2
47,12,201,2
47,11,202,6
48,11,202,2
48,10,203,1
47,11,203,1
46,12,203,2
46,11,204,2
46,10,205,6
47,10,205,1
46,11,205,6
47,11,205,6
48,11,205,6
49,11,205,2
49,10,206,2
49,9,207,2
49,8,208,6
50,8,208,6
51,8,208,6
52,8,208,1
51,9,208,6
52,9,208,6
53,9,208,1
52,10,208,1
51,11,208,6
52,11,208,6
53,11,208,1
52,12,208,5
52,12,207,2
52,11,208,1
51,12,208,1
50,13,208,6
51,13,208,2
51,12,209,1
50,13,209,1
49,14,209,6
50,14,209,2
50,13,210,6
51,13,210,1
50,14,210,6
51,14,210,2
51,13,211,6
52,13,211,6
53,13,211,6
54,13,211,6
55,13,211,6
56,13,211,6
57,13,211,2
57,12,212,2
57,11,213,6
58,11,213,1
57,12,213,1
56,13,213,6
57,13,213,1
56,14,213,1
55,15,213,6
56,15,213,6
57,15,213,6
58,15,213,2
58,14,214,6
59,14,214,2
59,13,215,6
60,13,215,6
61,13,215,6
62,13,215,6
63,13,215,6
64,13,215,6
65,13,215,1
64,14,215,1
63,15,215,1
62,16,215,6
63,16,215,6
64,16,215,6
65,16,215,1
64,17,215,1
63,18,215,6
64,18,215,5
64,18,214,6
65,18,214,1
64,19,214,6
65,19,214,1
64,20,214,5
64,20,213,6
65,20,213,2
65,19,214,6
66,19,214,6
67,19,214,6
68,19,214,6
69,19,214,6
70,19,214,1
69,20,214,2
69,19,215,6
70,19,215,6
71,19,215,2
71,18,216,6
72,18,216,2
72,17,217,1
71,18,217,1
70,19,217,6
71,19,217,1
70,20,217,1
69,21,217,1
68,22,217,6
69,22,217,1
68,23,217,1
67,24,217,2
67,23,218,1
66,24,218,1
65,25,218,1
64,26,218,1
63,27,218,2
63,26,219,2
63,25,220,2
63,24,221,1
62,25,221,2
62,24,222,1
61,25,222,5
61,25,221,1
60,26,221,2
60,25,222,6
61,25,222,2
61,24,223,2
61,23,224,1
60,24,224,2
60,23,225,1
59,24,225,2
59,23,226,2
59,22,227,6
60,22,227,2
60,21,228,6
61,21,228,6
62,21,228,6
63,21,228,2
63,20,229,2
63,19,230,2
63,18,231,6
64,18,231,6
65,18,231,6
66,18,231,2
66,17,232,1
65,18,232,2
65,17,233,1
64,18,233,1
63,19,233,1
62,20,233,6
63,20,233,1
62,21,233,6
63,21,233,1
62,22,233,2
62,21,234,1
61,22,234,6
62,22,234,2
62,21,235,2
62,20,236,1
61,21,236,2
61,20,237,5
61,20,236,2
61,19,237,6
62,19,237,1
61,20,237,6
62,20,237,2
62,19,238,2
62,18,239,1
61,19,239,6
62,19,239,6
63,19,239,2
63,18,240,6
64,18,240,6
65,18,240,1
64,19,240,6
65,19,240,2
65,18,241,1
64,19,241,2
64,18,242,2
64,17,243,6
65,17,243,1
64,18,243,6
65,18,243,2
65,17,244,1
64,18,244,6
65,18,244,2
65,17,245,1
64,18,245,6
65,18,245,1
64,19,245,1
63,20,245,6
64,20,245,2
64,19,246,1
63,20,246,2
63,19,247,6
64,19,247,1
63,20,247,6
64,20,247,6
65,20,247,6
66,20,247,1
65,21,247,2
65,20,248,2
65,19,249,6
66,19,249,1
65,20,249,1
64,21,249,2
64,20,250,6
65,20,250,6
66,20,250,2
66,19,251,2
66,18,252,1
65,19,252,6
66,19,252,2
66,18,253,6
67,18,253,1
66,19,253,2
66,18,254,2
66,17,255,6
67,17,255,1
66,18,255,2
66,17,256,2
66,16,257,1
65,17,257,2
65,16,258,1
64,17,258,6
65,17,258,1
64,18,258,1
63,19,258,6
64,19,258,2
64,18,259,1
63,19,259,6
64,19,259,1
63,20,259,6
64,20,259,2
64,19,260,6
65,19,260,6
66,19,260,6
67,19,260,1
66,20,260,2
66,19,261,2
66,18,262,1
65,19,262,6
66,19,262,2
66,18,263,2
66,17,264,6
67,17,264,1
66,18,264,6
67,18,264,2
67,17,265,6
68,17,265,1
67,18,265,6
68,18,265,5
68,18,264,1
67,19,264,6
68,19,264,2
68,18,265,1
67,19,265,2
67,18,266,1
66,19,266,6
67,19,266,2
67,18,267,1
66,19,267,2
66,18,268,1
65,19,268,6
66,19,268,6
67,19,268,6
68,19,268,6
69,19,268,6
70,19,268,1
69,20,268,6
70,20,268,1
69,21,268,1
68,22,268,2
68,21,269,2
68,20,270,2
68,19,271,1
67,20,271,2
67,19,272,2
67,18,273,1
66,19,273,2
66,18,274,5
66,18,273,1
65,19,273,1
64,20,273,6
65,20,273,1
64,21,273,2
64,20,274,1
63,21,274,2
63,20,275,6
64,20,275,6
65,20,275,6
66,20,275,5
66,20,274,6
67,20,274,1
66,21,274,5
66,21,273,1
65,22,273,1
64,23,273,1
63,24,273,1
62,25,273,1
61,26,273,6
62,26,273,1
61,27,273,2
61,26,274,2
61,25,275,2
61,24,276,1
60,25,276,1
59,26,276,1
58,27,276,1
57,28,276,2
57,27,277,1
56,28,277,1
55,29,277,2
55,28,278,1
54,29,278,6
55,29,278,2
55,28,279,6
56,28,279,1
55,29,279,2
55,28,280,1
54,29,280,2
54,28,281,6
55,28,281,2
55,27,282,2
55,26,283,6
56,26,283,2
56,25,284,2
56,24,285,2
56,23,286,6
57,23,286,1
56,24,286,6
57,24,286,2
57,23,287,1
56,24,287,2
56,23,288,2
56,22,289,1
55,23,289,6
56,23,289,1
55,24,289,1
54,25,289,1
53,26,289,2
53,25,290,2
53,24,291,6
54,24,291,1
53,25,291,6
54,25,291,2
54,24,292,1
53,25,292,6
54,25,292,6
55,25,292,1
54,26,292,2
54,25,293,2
54,24,294,1
53,25,294,2
53,24,295,1
52,25,295,1
51,26,295,6
52,26,295,2
52,25,296,6
53,25,296,2
53,24,297,2
53,23,298,2
53,22,299,6
54,22,299,1
53,23,299,2
53,22,300,6
54,22,300,1
53,23,300,6
54,23,300,1
53,24,300,2
53,23,301,1
52,24,301,2
52,23,302,1
51,24,302,6
52,24,302,2
52,23,303,1
51,24,303,2
51,23,304,6
52,23,304,2
52,22,305,2
52,21,306,6
53,21,306,1
52,22,306,1
51,23,306,6
52,23,306,2
52,22,307,1
51,23,307,2
51,22,308,2
51,21,309,6
52,21,309,2
52,20,310,1
51,21,310,1
50,22,310,6
51,22,310,2
51,21,311,6
52,21,311,6
53,21,311,1
52,22,311,1
51,23,311,2
51,22,312,1
50,23,312,2
50,22,313,1
49,23,313,2
49,22,314,2
49,21,315,2
49,20,316,2
49,19,317,6
50,19,317,1
49,20,317,1
48,21,317,6
49,21,317,6
50,21,317,2
50,20,318,2
50,19,319,2
50,18,320,6
51,18,320,2
51,17,321,6
52,17,321,6
53,17,321,6
54,17,321,6
55,17,321,2
55,16,322,1
54,17,322,2
54,16,323,6
55,16,323,6
56,16,323,6
57,16,323,1
56,17,323,6
57,17,323,6
58,17,323,2
58,16,324,2
58,15,325,1
57,16,325,2
57,15,326,1
56,16,326,6
57,16,326,1
56,17,326,1
55,18,326,2
55,17,327,1
54,18,327,2
54,17,328,6
55,17,328,2
55,16,329,1
54,17,329,6
55,17,329,6
56,17,329,2
56,16,330,1
55,17,330,1
54,18,330,1
53,19,330,6
54,19,330,5
54,19,329,1
53,20,329,6
54,20,329,1
53,21,329,6
54,21,329,6
55,21,329,2
55,20,330,2
55,19,331,1
54,20,331,1
53,21,331,6
54,21,331,1
53,22,331,6
54,22,331,6
55,22,331,2
55,21,332,1
54,22,332,6
55,22,332,1
54,23,332,2
54,22,333,1
53,23,333,6
54,23,333,1
53,24,333,1
52,25,333,1
51,26,333,1
50,27,333,1
49,28,333,1
48,29,333,2
48,28,334,1
47,29,334,2
47,28,335,1
46,29,335,6
47,29,335,2
47,28,336,1
46,29,336,2
46,28,337,2
46,27,338,1
45,28,338,6
46,28,338,2
46,27,339,5
46,27,338,6
47,27,338,2
47,26,339,2
47,25,340,6
48,25,340,2
48,24,341,2
48,23,342,2
48,22,343,2
48,21,344,1
47,22,344,2
47,21,345,5
47,21,344,6
48,21,344,1
47,22,344,5
47,22,343,5
47,22,342,2
47,21,343,2
47,20,344,6
48,20,344,6
49,20,344,1
48,21,344,1
47,22,344,1
100,1,0,6
101,1,0,6
102,1,0,1
101,2,0,3
100,2,0,6
101,2,0,6
102,2,0,6
103,2,0,6
104,2,0,3
103,2,0,1
102,3,0,6
103,3,0,1
102,4,0,6
103,4,0,6
104,4,0,6
105,4,0,1
104,5,0,1
103,6,0,1
102,7,0,1
101,8,0,2
101,7,1,1
100,8,1,1
99,9,1,1
98,10,1,1
97,11,1,6
98,11,1,1
97,12,1,6
98,12,1,2
98,11,2,1
97,12,2,6
98,12,2,6
99,12,2,1
98,13,2,6
99,13,2,1
98,14,2,6
99,14,2,1
98,15,2,1
97,16,2,6
98,16,2,1
97,17,2,2
97,16,3,1
96,17,3,2
96,16,4,1
95,17,4,6
96,17,4,6
97,17,4,2
97,16,5,2
97,15,6,2
97,14,7,6
98,14,7,2
98,13,8,6
99,13,8,1
98,14,8,1
97,15,8,1
96,16,8,1
95,17,8,6
96,17,8,6
97,17,8,1
96,18,8,2
96,17,9,2
96,16,10,2
96,15,11,2
96,14,12,1
95,15,12,1
94,16,12,1
93,17,12,6
94,17,12,1
93,18,12,2
93,17,13,1
92,18,13,1
91,19,13,2
91,18,14,6
92,18,14,6
93,18,14,1
92,19,14,1
91,20,14,6
92,20,14,6
93,20,14,2
93,19,15,6
94,19,15,1
93,20,15,2
93,19,16,1
92,20,16,1
91,21,16,2
91,20,17,1
90,21,17,6
91,21,17,1
90,22,17,1
89,23,17,1
88,24,17,2
88,23,18,2
88,22,19,6
89,22,19,1
88,23,19,2
88,22,20,1
87,23,20,6
88,23,20,2
88,22,21,2
88,21,22,1
87,22,22,2
87,21,23,1
86,22,23,1
85,23,23,2
85,22,24,6
86,22,24,6
87,22,24,2
87,21,25,6
88,21,25,1
87,22,25,1
86,23,25,6
87,23,25,6
88,23,25,1
87,24,25,6
88,24,25,1
87,25,25,1
86,26,25,2
86,25,26,6
87,25,26,1
86,26,26,1
85,27,26,1
84,28,26,6
85,28,26,2
85,27,27,1
84,28,27,2
84,27,28,1
83,28,28,2
83,27,29,1
82,28,29,1
81,29,29,1
80,30,29,1
79,31,29,1
78,32,29,1
77,33,29,1
76,34,29,1
75,35,29,6
76,35,29,2
76,34,30,6
77,34,30,1
76,35,30,1
75,36,30,1
74,37,30,2
74,36,31,1
73,37,31,1
72,38,31,6
73,38,31,1
72,39,31,2
72,38,32,5
72,38,31,1
71,39,31,1
70,40,31,1
69,41,31,1
68,42,31,1
67,43,31,1
66,44,31,1
65,45,31,1
64,46,31,2
64,45,32,1
63,46,32,2
63,45,33,1
62,46,33,2
62,45,34,4
62,44,34,1
61,45,34,2
61,44,35,1
60,45,35,6
61,45,35,1
60,46,35,2
60,45,36,6
61,45,36,6
62,45,36,1
61,46,36,6
62,46,36,1
61,47,36,1
60,48,36,2
60,47,37,2
60,46,38,2
60,45,39,1
59,46,39,1
58,47,39,1
57,48,39,1
56,49,39,2
56,48,40,2
56,47,41,1
55,48,41,1
54,49,41,1
53,50,41,2
53,49,42,2
53,48,43,2
53,47,44,1
52,48,44,1
51,49,44,2
51,48,45,2
51,47,46,6
52,47,46,1
51,48,46,6
52,48,46,1
51,49,46,1
50,50,46,1
49,51,46,1
48,52,46,2
48,51,47,1
47,52,47,1
46,53,47,2
46,52,48,1
45,53,48,2
45,52,49,1
44,53,49,1
43,54,49,2
43,53,50,2
43,52,51,2
43,51,52,1
42,52,52,2
42,51,53,6
43,51,53,6
44,51,53,1
43,52,53,2
43,51,54,2
43,50,55,6
44,50,55,2
44,49,56,1
43,50,56,1
42,51,56,2
42,50,57,1
41,51,57,2
41,50,58,2
41,49,59,1
40,50,59,1
39,51,59,1
38,52,59,2
38,51,60,1
37,52,60,2
37,51,61,2
37,50,62,1
36,51,62,2
36,50,63,6
37,50,63,1
36,51,63,6
37,51,63,2
37,50,64,1
36,51,64,1
35,52,64,2
35,51,65,1
34,52,65,2
34,51,66,2
34,50,67,1
33,51,67,6
34,51,67,2
34,50,68,2
34,49,69,1
33,50,69,2
33,49,70,1
32,50,70,2
32,49,71,2
32,48,72,2
32,47,73,1
31,48,73,2
31,47,74,1
30,48,74,1
29,49,74,6
30,49,74,6
31,49,74,1
30,50,74,2
30,49,75,2
30,48,76,1
29,49,76,5
29,49,75,1
28,50,75,2
28,49,76,6
29,49,76,6
30,49,76,6
31,49,76,2
31,48,77,1
30,49,77,1
29,50,77,1
28,51,77,1
27,52,77,1
26,53,77,1
25,54,77,1
24,55,77,1
23,56,77,2
23,55,78,2
23,54,79,2
23,53,80,1
22,54,80,2
22,53,81,2
22,52,82,2
22,51,83,6
23,51,83,1
22,52,83,2
22,51,84,2
22,50,85,2
22,49,86,6
23,49,86,6
24,49,86,1
23,50,86,1
22,51,86,1
21,52,86,2
21,51,87,2
21,50,88,6
22,50,88,2
22,49,89,2
22,48,90,1
21,49,90,2
21,48,91,1
20,49,91,6
21,49,91,2
21,48,92,2
21,47,93,2
21,46,94,5
21,46,93,1
20,47,93,6
21,47,93,2
21,46,94,2
21,45,95,6
22,45,95,2
22,44,96,1
21,45,96,1
20,46,96,1
19,47,96,1
18,48,96,2
18,47,97,1
17,48,97,2
17,47,98,2
17,46,99,2
17,45,100,6
18,45,100,2
18,44,101,2
18,43,102,2
18,42,103,1
17,43,103,2
17,42,104,2
17,41,105,1
16,42,105,2
16,41,106,2
16,40,107,2
16,39,108,2
16,38,109,1
15,39,109,2
15,38,110,2
15,37,111,2
15,36,112,2
15,35,113,2
15,34,114,1
14,35,114,2
14,34,115,6
15,34,115,2
15,33,116,1
14,34,116,6
15,34,116,6
16,34,116,1
15,35,116,1
14,36,116,2
14,35,117,5
14,35,116,1
13,36,116,6
14,36,116,1
13,37,116,6
14,37,116,1
13,38,116,6
14,38,116,6
15,38,116,6
16,38,116,1
15,39,116,2
15,38,117,2
15,37,118,6
16,37,118,2
16,36,119,2
16,35,120,1
15,36,120,6
16,36,120,2
16,35,121,6
17,35,121,1
16,36,121,2
16,35,122,2
16,34,123,2
16,33,124,2
16,32,125,2
16,31,126,6
17,31,126,2
17,30,127,2
17,29,128,2
17,28,129,1
16,29,129,2
16,28,130,2
16,27,131,2
16,26,132,2
16,25,133,6
17,25,133,2
17,24,134,2
17,23,135,6
18,23,135,6
19,23,135,6
20,23,135,6
21,23,135,6
22,23,135,6
23,23,135,1
22,24,135,1
21,25,135,2
21,24,136,6
22,24,136,2
22,23,137,2
22,22,138,2
22,21,139,2
22,20,140,2
22,19,141,2
22,18,142,6
23,18,142,6
24,18,142,6
25,18,142,6
26,18,142,1
25,19,142,6
26,19,142,2
26,18,143,1
25,19,143,6
26,19,143,1
25,20,143,1
24,21,143,2
24,20,144,2
24,19,145,2
24,18,146,6
25,18,146,1
24,19,146,6
25,19,146,6
26,19,146,2
26,18,147,1
25,19,147,2
25,18,148,6
26,18,148,1
25,19,148,2
25,18,149,2
25,17,150,2
25,16,151,6
26,16,151,2
26,15,152,1
25,16,152,6
26,16,152,6
27,16,152,2
27,15,153,1
26,16,153,2
26,15,154,2
26,14,155,6
27,14,155,6
28,14,155,6
29,14,155,6
30,14,155,2
30,13,156,2
30,12,157,6
31,12,157,6
32,12,157,2
32,11,158,2
32,10,159,6
33,10,159,6
34,10,159,2
34,9,160,1
33,10,160,2
33,9,161,2
33,8,162,6
34,8,162,6
35,8,162,1
34,9,162,6
35,9,162,2
