P1,P2,R1,Reaction Type
19,34,30,3
19,35,29,9
20,35,29,10
20,36,29,6
20,36,28,10
20,37,28,6
20,37,27,4
20,37,28,8
20,36,28,9
21,36,28,10
21,37,28,8
21,36,28,3
21,37,27,5
21,36,26,8
21,35,26,8
21,34,26,4
21,34,27,5
21,33,26,8
21,32,26,7
20,32,26,2
20,31,27,6
20,31,26,6
20,31,25,9
21,31,25,3
21,32,24,8
21,31,24,9
22,31,24,10
22,32,24,3
22,33,23,4
22,33,24,1
21,33,25,2
21,32,26,8
21,31,26,4
21,31,27,10
21,32,27,6
21,32,26,10
21,33,26,10
21,34,26,9
22,34,26,9
23,34,26,3
23,35,25,7
22,35,25,7
21,35,25,4
21,35,26,1
20,35,27,2
20,34,28,10
20,35,28,10
20,36,28,1
19,36,29,6
19,36,28,8
19,35,28,4
19,35,29,10
19,36,29,4
19,36,30,2
19,35,31,7
18,35,31,7
17,35,31,6
17,35,30,9
18,35,30,6
18,35,29,9
19,35,29,9
20,35,29,4
20,35,30,3
20,36,29,9
21,36,29,9
22,36,29,1
21,36,30,8
21,35,30,6
21,35,29,8
21,34,29,7
20,34,29,2
20,33,30,7
19,33,30,7
18,33,30,6
18,33,29,2
18,32,30,1
17,32,31,8
17,31,31,8
17,30,31,8
17,29,31,8
17,28,31,3
17,29,30,9
18,29,30,8
18,28,30,8
18,27,30,8
18,26,30,6
18,26,29,2
18,25,30,7
17,25,30,9
18,25,30,6
18,25,29,9
19,25,29,6
19,25,28,3
19,26,27,4
19,26,28,4
19,26,29,10
19,27,29,2
19,26,30,3
19,27,29,9
20,27,29,8
20,26,29,10
20,27,29,4
20,27,30,1
19,27,31,4
19,27,32,5
19,26,31,6
19,26,30,8
19,25,30,1
18,25,31,9
19,25,31,8
19,24,31,4
19,24,32,9
20,24,32,1
19,24,33,9
20,24,33,2
20,23,34,9
21,23,34,1
20,23,35,3
20,24,34,6
20,24,33,2
20,23,34,8
20,22,34,8
20,21,34,4
20,21,35,9
21,21,35,10
21,22,35,2
21,21,36,3
21,22,35,9
22,22,35,7
21,22,35,3
21,23,34,3
21,24,33,6
21,24,32,7
20,24,32,2
20,23,33,3
20,24,32,7
19,24,32,8
19,23,32,3
19,24,31,3
19,25,30,6
19,25,29,8
19,24,29,10
19,25,29,8
19,24,29,7
18,24,29,4
18,24,30,2
18,23,31,3
18,24,30,2
18,23,31,4
18,23,32,10
18,24,32,10
18,25,32,4
18,25,33,5
18,24,32,3
18,25,31,10
18,26,31,4
18,26,32,6
18,26,31,4
18,26,32,4
18,26,33,8
18,25,33,3
18,26,32,2
18,25,33,4
18,25,34,7
17,25,34,1
16,25,35,9
17,25,35,9
18,25,35,6
18,25,34,3
18,26,33,3
18,27,32,7
17,27,32,6
17,27,31,9
18,27,31,6
18,27,30,2
18,26,31,3
18,27,30,2
18,26,31,1
17,26,32,8
17,25,32,6
17,25,31,4
17,25,32,3
17,26,31,9
18,26,31,4
18,26,32,3
18,27,31,5
18,26,30,7
17,26,30,9
18,26,30,10
18,27,30,3
18,28,29,1
17,28,30,2
17,27,31,4
17,27,32,9
18,27,32,3
18,28,31,4
18,28,32,10
18,29,32,3
18,30,31,6
18,30,30,6
18,30,29,5
18,29,28,6
18,29,27,9
19,29,27,9
20,29,27,9
21,29,27,10
21,30,27,4
21,30,28,7
20,30,28,1
19,30,29,9
20,30,29,2
20,29,30,4
20,29,31,8
20,28,31,2
20,27,32,10
20,28,32,9
21,28,32,3
21,29,31,1
20,29,32,4
20,29,33,10
20,30,33,9
21,30,33,4
21,30,34,9
22,30,34,8
22,29,34,9
23,29,34,7
22,29,34,9
23,29,34,6
23,29,33,10
23,30,33,4
23,30,34,2
23,29,35,8
23,28,35,9
24,28,35,8
24,27,35,9
25,27,35,5
25,26,34,9
26,26,34,10
26,27,34,2
26,26,35,7
25,26,35,9
26,26,35,1
25,26,36,2
25,25,37,6
25,25,36,10
25,26,36,2
25,25,37,3
25,26,36,3
25,27,35,4
25,27,36,7
24,27,36,1
23,27,37,4
23,27,38,3
23,28,37,7
22,28,37,9
23,28,37,5
23,27,36,9
24,27,36,8
24,26,36,4
24,26,37,5
24,25,36,6
24,25,35,1
23,25,36,8
23,24,36,4
23,24,37,3
23,25,36,5
23,24,35,4
23,24,36,10
23,25,36,2
23,24,37,10
23,25,37,2
23,24,38,10
23,25,38,4
23,25,39,10
23,26,39,8
23,25,39,10
23,26,39,7
22,26,39,2
22,25,40,10
22,26,40,4
22,26,41,1
21,26,42,2
21,25,43,8
21,24,43,8
21,23,43,4
21,23,44,9
22,23,44,2
22,22,45,9
23,22,45,4
23,22,46,7
22,22,46,7
21,22,46,1
20,22,47,3
20,23,46,9
21,23,46,8
21,22,46,7
20,22,46,4
20,22,47,3
20,23,46,5
20,22,45,2
20,21,46,4
20,21,47,10
20,22,47,9
21,22,47,7
20,22,47,4
20,22,48,4
20,22,49,10
20,23,49,6
20,23,48,3
20,24,47,4
20,24,48,1
19,24,49,2
19,23,50,3
19,24,49,10
19,25,49,5
19,24,48,9
20,24,48,6
20,24,47,4
20,24,48,4
20,24,49,4
20,24,50,2
20,23,51,9
21,23,51,8
21,22,51,6
21,22,50,9
22,22,50,5
22,21,49,9
23,21,49,1
22,21,50,3
22,22,49,10
22,23,49,6
22,23,48,3
22,24,47,5
22,23,46,10
22,24,46,6
22,24,45,7
21,24,45,7
20,24,45,9
21,24,45,2
21,23,46,1
20,23,47,3
20,24,46,6
20,24,45,6
20,24,44,6
20,24,43,10
20,25,43,9
21,25,43,8
21,24,43,10
21,25,43,9
22,25,43,8
22,24,43,7
21,24,43,10
21,25,43,2
21,24,44,4
21,24,45,8
21,23,45,9
22,23,45,6
22,23,44,3
22,24,43,3
22,25,42,1
21,25,43,4
21,25,44,4
21,25,45,8
21,24,45,1
20,24,46,4
20,24,47,10
20,25,47,5
20,24,46,10
20,25,46,7
19,25,46,5
19,24,45,3
19,25,44,5
19,24,43,8
19,23,43,2
19,22,44,6
19,22,43,6
19,22,42,7
18,22,42,8
18,21,42,7
17,21,42,6
17,21,41,6
17,21,40,8
17,20,40,6
17,20,39,3
17,21,38,1
16,21,39,10
16,22,39,8
16,21,39,4
16,21,40,6
16,21,39,10
16,22,39,10
16,23,39,3
16,24,38,3
16,25,37,2
16,24,38,5
16,23,37,6
16,23,36,4
16,23,37,9
17,23,37,9
18,23,37,8
18,22,37,4
18,22,38,3
18,23,37,10
18,24,37,7
17,24,37,2
17,23,38,6
17,23,37,2
17,22,38,6
17,22,37,4
17,22,38,3
17,23,37,6
17,23,36,8
17,22,36,7
16,22,36,5
16,21,35,6
16,21,34,10
16,22,34,3
16,23,33,4
16,23,34,5
16,22,33,5
16,21,32,3
16,22,31,2
16,21,32,5
16,20,31,9
17,20,31,6
17,20,30,10
17,21,30,7
16,21,30,10
16,22,30,10
16,23,30,3
16,24,29,6
16,24,28,4
16,24,29,10
16,25,29,5
16,24,28,10
16,25,28,2
16,24,29,4
16,24,30,2
16,23,31,3
16,24,30,9
17,24,30,7
16,24,30,10
16,25,30,9
17,25,30,6
17,25,29,9
18,25,29,6
18,25,28,3
18,26,27,6
18,26,26,9
19,26,26,8
19,25,26,9
20,25,26,2
20,24,27,9
21,24,27,10
21,25,27,8
21,24,27,1
20,24,28,3
20,25,27,4
20,25,28,9
21,25,28,6
21,25,27,4
21,25,28,4
21,25,29,10
21,26,29,8
21,25,29,9
22,25,29,3
22,26,28,10
22,27,28,9
23,27,28,7
22,27,28,6
22,27,27,6
22,27,26,6
22,27,25,3
22,28,24,1
21,28,25,2
21,27,26,4
21,27,27,4
21,27,28,2
21,26,29,10
21,27,29,10
21,28,29,10
21,29,29,8
21,28,29,7
20,28,29,7
19,28,29,5
19,27,28,10
19,28,28,2
19,27,29,9
20,27,29,2
20,26,30,6
20,26,29,8
20,25,29,6
20,25,28,2
20,24,29,10
20,25,29,4
20,25,30,8
20,24,30,2
20,23,31,9
21,23,31,7
20,23,31,2
20,22,32,6
20,22,31,4
20,22,32,8
20,21,32,7
19,21,32,10
19,22,32,9
20,22,32,9
21,22,32,9
22,22,32,8
22,21,32,2
22,20,33,6
22,20,32,10
22,21,32,9
23,21,32,3
23,22,31,1
22,22,32,2
22,21,33,4
22,21,34,6
22,21,33,4
22,21,34,10
22,22,34,9
23,22,34,2
23,21,35,1
22,21,36,6
22,21,35,1
21,21,36,4
21,21,37,10
21,22,37,4
21,22,38,8
21,21,38,7
20,21,38,4
20,21,39,3
20,22,38,9
21,22,38,7
20,22,38,3
20,23,37,9
21,23,37,10
21,24,37,6
21,24,36,1
20,24,37,6
20,24,36,9
21,24,36,3
21,25,35,2
21,24,36,3
21,25,35,6
21,25,34,6
21,25,33,2
21,24,34,4
21,24,35,5
21,23,34,9
22,23,34,3
22,24,33,1
21,24,34,2
21,23,35,5
21,22,34,2
21,21,35,6
21,21,34,3
21,22,33,7
20,22,33,6
20,22,32,4
20,22,33,3
20,23,32,4
20,23,33,9
21,23,33,8
21,22,33,3
21,23,32,10
21,24,32,6
21,24,31,9
22,24,31,5
22,23,30,6
22,23,29,6
22,23,28,1
21,23,29,7
20,23,29,10
20,24,29,8
20,23,29,1
19,23,30,2
19,22,31,6
19,22,30,8
19,21,30,3
19,22,29,3
19,23,28,1
18,23,29,3
18,24,28,9
19,24,28,2
19,23,29,3
19,24,28,10
19,25,28,8
19,24,28,2
19,23,29,8
19,22,29,2
19,21,30,1
18,21,31,1
17,21,32,4
17,21,33,8
17,20,33,2
17,19,34,2
17,18,35,4
17,18,36,9
18,18,36,6
18,18,35,2
18,17,36,4
18,17,37,7
17,17,37,4
17,17,38,6
17,17,37,10
17,18,37,10
17,19,37,4
17,19,38,10
17,20,38,3
17,21,37,4
17,21,38,4
17,21,39,1
16,21,40,5
16,20,39,9
17,20,39,10
17,21,39,8
17,20,39,10
17,21,39,4
17,21,40,10
17,22,40,6
17,22,39,3
17,23,38,8
17,22,38,4
17,22,39,6
17,22,38,1
16,22,39,6
16,22,38,4
16,22,39,3
16,23,38,10
16,24,38,6
16,24,37,3
16,25,36,10
16,26,36,3
16,27,35,1
15,27,36,6
15,27,35,4
15,27,36,4
15,27,37,3
15,28,36,6
15,28,35,9
16,28,35,5
16,27,34,4
16,27,35,6
16,27,34,7
15,27,34,4
15,27,35,3
15,28,34,7
14,28,34,4
14,28,35,4
14,28,36,9
15,28,36,3
15,29,35,6
15,29,34,9
16,29,34,5
16,28,33,8
16,27,33,2
16,26,34,4
16,26,35,3
16,27,34,4
16,27,35,4
16,27,36,2
16,26,37,8
16,25,37,3
16,26,36,10
16,27,36,9
17,27,36,4
17,27,37,10
17,28,37,9
18,28,37,7
17,28,37,4
17,28,38,3
17,29,37,1
16,29,38,1
15,29,39,9
16,29,39,3
16,30,38,4
16,30,39,9
17,30,39,7
16,30,39,8
16,29,39,4
16,29,40,3
16,30,39,2
16,29,40,4
16,29,41,7
15,29,41,9
16,29,41,7
15,29,41,4
15,29,42,8
15,28,42,6
15,28,41,10
15,29,41,6
15,29,40,3
15,30,39,1
14,30,40,6
14,30,39,3
14,31,38,10
14,32,38,3
14,33,37,3
14,34,36,7
13,34,36,5
13,33,35,3
13,34,34,7
12,34,34,2
12,33,35,10
12,34,35,1
11,34,36,8
11,33,36,6
11,33,35,2
11,32,36,9
12,32,36,6
12,32,35,3
12,33,34,6
12,33,33,5
12,32,32,9
13,32,32,2
13,31,33,7
12,31,33,9
13,31,33,9
14,31,33,7
13,31,33,3
13,32,32,7
12,32,32,2
12,31,33,7
11,31,33,10
11,32,33,3
11,33,32,6
11,33,31,4
11,33,32,4
11,33,33,4
11,33,34,1
10,33,35,9
11,33,35,10
11,34,35,4
11,34,36,10
11,35,36,3
11,36,35,5
11,35,34,7
10,35,34,2
10,34,35,7
9,34,35,9
10,34,35,9
11,34,35,10
11,35,35,2
11,34,36,8
11,33,36,6
11,33,35,4
11,33,36,9
12,33,36,3
12,34,35,8
12,33,35,9
13,33,35,9
14,33,35,2
14,32,36,4
14,32,37,2
14,31,38,6
14,31,37,2
14,30,38,2
14,29,39,6
14,29,38,6
14,29,37,9
15,29,37,8
15,28,37,9
16,28,37,5
16,27,36,10
16,28,36,4
16,28,37,5
16,27,36,3
16,28,35,3
16,29,34,10
16,30,34,2
16,29,35,10
16,30,35,9
17,30,35,2
17,29,36,10
17,30,36,3
17,31,35,9
18,31,35,3
18,32,34,8
18,31,34,1
17,31,35,10
17,32,35,3
17,33,34,10
17,34,34,2
17,33,35,6
17,33,34,9
18,33,34,4
18,33,35,8
18,32,35,4
18,32,36,6
18,32,35,9
19,32,35,1
18,32,36,2
18,31,37,10
18,32,37,6
18,32,36,4
18,32,37,8
18,31,37,8
18,30,37,6
18,30,36,9
19,30,36,8
19,29,36,6
19,29,35,5
19,28,34,2
19,27,35,6
19,27,34,7
18,27,34,9
19,27,34,5
19,26,33,1
18,26,34,1
17,26,35,6
17,26,34,2
17,25,35,6
17,25,34,9
18,25,34,2
18,24,35,8
18,23,35,6
18,23,34,10
18,24,34,4
18,24,35,10
18,25,35,3
18,26,34,10
18,27,34,8
18,26,34,9
19,26,34,1
18,26,35,2
18,25,36,4
18,25,37,1
17,25,38,2
17,24,39,7
16,24,39,6
16,24,38,9
17,24,38,9
18,24,38,7
17,24,38,3
17,25,37,2
17,24,38,8
17,23,38,4
17,23,39,6
17,23,38,2
17,22,39,4
17,22,40,1
16,22,41,6
16,22,40,10
16,23,40,1
15,23,41,4
15,23,42,10
15,24,42,3
15,25,41,7
14,25,41,3
14,26,40,9
15,26,40,3
15,27,39,8
15,26,39,3
15,27,38,3
15,28,37,10
15,29,37,6
15,29,36,6
15,29,35,9
16,29,35,2
16,28,36,6
16,28,35,9
17,28,35,2
17,27,36,9
18,27,36,6
18,27,35,3
18,28,34,5
18,27,33,10
18,28,33,10
18,29,33,4
18,29,34,6
18,29,33,10
18,30,33,3
18,31,32,8
18,30,32,2
18,29,33,4
18,29,34,2
18,28,35,3
18,29,34,8
18,28,34,9
19,28,34,1
18,28,35,6
18,28,34,8
18,27,34,10
18,28,34,6
18,28,33,3
18,29,32,10
18,30,32,2
18,29,33,4
18,29,34,3
18,30,33,9
19,30,33,10
19,31,33,10
19,32,33,7
18,32,33,2
18,31,34,2
18,30,35,4
18,30,36,2
18,29,37,6
18,29,36,6
18,29,35,10
18,30,35,2
18,29,36,7
17,29,36,6
17,29,35,4
17,29,36,9
18,29,36,2
18,28,37,5
18,27,36,9
19,27,36,4
19,27,37,3
19,28,36,3
19,29,35,7
18,29,35,9
19,29,35,7
18,29,35,4
18,29,36,4
18,29,37,2
18,28,38,1
17,28,39,3
17,29,38,10
17,30,38,4
17,30,39,7
16,30,39,4
16,30,40,9
17,30,40,4
17,30,41,9
18,30,41,3
18,31,40,4
18,31,41,1
17,31,42,9
18,31,42,3
18,32,41,5
18,31,40,1
17,31,41,3
17,32,40,4
17,32,41,9
18,32,41,3
18,33,40,3
18,34,39,4
18,34,40,5
18,33,39,7
17,33,39,6
17,33,38,7
16,33,38,1
15,33,39,7
14,33,39,5
14,32,38,9
15,32,38,1
14,32,39,2
14,31,40,2
14,30,41,4
14,30,42,5
14,29,41,7
13,29,41,6
13,29,40,9
14,29,40,2
14,28,41,10
14,29,41,5
14,28,40,2
14,27,41,2
14,26,42,8
14,25,42,3
14,26,41,3
14,27,40,9
15,27,40,9
16,27,40,2
16,26,41,5
16,25,40,3
16,26,39,4
16,26,40,1
15,26,41,9
16,26,41,10
16,27,41,4
16,27,42,4
16,27,43,10
16,28,43,3
16,29,42,4
16,29,43,8
16,28,43,4
16,28,44,6
16,28,43,3
16,29,42,3
16,30,41,3
16,31,40,4
16,31,41,8
16,30,41,6
16,30,40,4
16,30,41,2
16,29,42,5
16,28,41,6
16,28,40,8
16,27,40,3
16,28,39,4
16,28,40,6
16,28,39,8
16,27,39,3
16,28,38,5
16,27,37,1
15,27,38,9
16,27,38,7
15,27,38,6
15,27,37,8
15,26,37,10
15,27,37,10
15,28,37,7
14,28,37,4
14,28,38,9
15,28,38,6
15,28,37,4
15,28,38,9
16,28,38,7
15,28,38,7
14,28,38,8
14,27,38,8
14,26,38,8
14,25,38,10
14,26,38,4
14,26,39,6
14,26,38,2
14,25,39,3
14,26,38,7
13,26,38,3
13,27,37,9
14,27,37,2
14,26,38,2
14,25,39,4
14,25,40,4
14,25,41,4
14,25,42,1
13,25,43,3
13,26,42,4
13,26,43,2
13,25,44,2
13,24,45,8
13,23,45,10
13,24,45,8
13,23,45,10
13,24,45,6
13,24,44,6
13,24,43,1
12,24,44,2
12,23,45,6
12,23,44,6
12,23,43,3
12,24,42,9
13,24,42,9
14,24,42,3
14,25,41,2
14,24,42,9
15,24,42,8
15,23,42,10
15,24,42,5
15,23,41,4
15,23,42,7
14,23,42,4
14,23,43,4
14,23,44,3
14,24,43,9
15,24,43,6
15,24,42,9
16,24,42,9
17,24,42,8
17,23,42,6
17,23,41,10
17,24,41,3
17,25,40,6
17,25,39,1
16,25,40,6
16,25,39,9
17,25,39,6
17,25,38,6
17,25,37,7
16,25,37,2
16,24,38,6
16,24,37,2
16,23,38,6
16,23,37,1
15,23,38,6
15,23,37,3
15,24,36,3
15,25,35,2
15,24,36,10
15,25,36,1
14,25,37,8
14,24,37,9
15,24,37,9
16,24,37,1
15,24,38,7
14,24,38,8
14,23,38,10
14,24,38,9
15,24,38,1
14,24,39,1
13,24,40,3
13,25,39,2
13,24,40,9
14,24,40,8
14,23,40,3
14,24,39,5
14,23,38,5
14,22,37,6
14,22,36,6
14,22,35,4
14,22,36,2
14,21,37,2
14,20,38,9
15,20,38,10
15,21,38,4
15,21,39,10
15,22,39,3
15,23,38,4
15,23,39,7
14,23,39,7
13,23,39,10
13,24,39,8
13,23,39,9
14,23,39,3
14,24,38,6
14,24,37,10
14,25,37,2
14,24,38,3
14,25,37,3
14,26,36,7
13,26,36,6
13,26,35,2
13,25,36,8
13,24,36,8
13,23,36,7
12,23,36,4
12,23,37,3
12,24,36,9
13,24,36,9
14,24,36,3
14,25,35,8
14,24,35,5
14,23,34,9
15,23,34,7
14,23,34,7
13,23,34,9
14,23,34,4
14,23,35,7
13,23,35,4
13,23,36,8
13,22,36,6
13,22,35,1
12,22,36,3
12,23,35,3
12,24,34,4
12,24,35,9
13,24,35,7
12,24,35,10
12,25,35,8
12,24,35,10
12,25,35,6
12,25,34,8
12,24,34,9
13,24,34,7
12,24,34,9
13,24,34,4
13,24,35,9
14,24,35,4
14,24,36,9
15,24,36,8
15,23,36,4
15,23,37,4
15,23,38,6
15,23,37,2
15,22,38,4
15,22,39,3
15,23,38,8
15,22,38,3
15,23,37,6
15,23,36,9
16,23,36,7
15,23,36,9
16,23,36,9
17,23,36,10
17,24,36,9
18,24,36,3
18,25,35,4
18,25,36,1
17,25,37,10
17,26,37,6
17,26,36,2
17,25,37,4
17,25,38,1
16,25,39,3
16,26,38,9
17,26,38,1
16,26,39,3
16,27,38,6
16,27,37,4
16,27,38,6
16,27,37,4
16,27,38,3
16,28,37,6
16,28,36,2
16,27,37,4
16,27,38,8
16,26,38,8
16,25,38,10
16,26,38,7
15,26,38,3
15,27,37,3
15,28,36,10
15,29,36,4
15,29,37,10
15,30,37,9
16,30,37,8
16,29,37,4
16,29,38,3
16,30,37,8
16,29,37,5
16,28,36,8
16,27,36,3
16,28,35,8
16,27,35,8
16,26,35,9
17,26,35,6
17,26,34,10
17,27,34,8
17,26,34,1
16,26,35,4
16,26,36,9
17,26,36,4
17,26,37,6
17,26,36,5
17,25,35,7
16,25,35,2
16,24,36,3
16,25,35,8
16,24,35,3
16,25,34,9
17,25,34,6
17,25,33,5
17,24,32,3
17,25,31,1
16,25,32,7
15,25,32,9
16,25,32,10
16,26,32,6
16,26,31,7
15,26,31,4
15,26,32,6
15,26,31,7
14,26,31,4
14,26,32,6
14,26,31,7
13,26,31,2
13,25,32,9
14,25,32,2
14,24,33,6
14,24,32,2
14,23,33,8
14,22,33,8
14,21,33,8
14,20,33,6
14,20,32,6
14,20,31,6
14,20,30,9
15,20,30,10
15,21,30,8
15,20,30,2
15,19,31,2
15,18,32,1
14,18,33,9
15,18,33,8
15,17,33,10
15,18,33,4
15,18,34,9
16,18,34,8
16,17,34,9
17,17,34,1
16,17,35,3
16,18,34,2
16,17,35,9
17,17,35,9
18,17,35,9
19,17,35,6
19,17,34,7
18,17,34,1
17,17,35,1
16,17,36,10
16,18,36,2
16,17,37,9
17,17,37,3
17,18,36,4
17,18,37,9
18,18,37,1
17,18,38,3
17,19,37,7
16,19,37,3
16,20,36,5
16,19,35,9
17,19,35,6
17,19,34,7
16,19,34,3
16,20,33,10
16,21,33,3
16,22,32,8
16,21,32,5
16,20,31,9
17,20,31,10
17,21,31,9
18,21,31,3
18,22,30,8
18,21,30,3
18,22,29,10
18,23,29,10
18,24,29,9
19,24,29,2
19,23,30,1
18,23,31,6
18,23,30,5
18,22,29,4
18,22,30,1
17,22,31,3
17,23,30,7
16,23,30,6
16,23,29,6
16,23,28,6
16,23,27,9
17,23,27,7
16,23,27,6
16,23,26,4
16,23,27,3
16,24,26,2
16,23,27,8
16,22,27,8
16,21,27,1
15,21,28,7
14,21,28,9
15,21,28,1
14,21,29,4
14,21,30,9
15,21,30,4
15,21,31,9
16,21,31,3
16,22,30,3
16,23,29,6
16,23,28,3
16,24,27,9
17,24,27,9
18,24,27,2
18,23,28,9
19,23,28,1
18,23,29,7
17,23,29,7
16,23,29,3
16,24,28,3
16,25,27,6
16,25,26,6
16,25,25,4
16,25,26,6
16,25,25,10
16,26,25,8
16,25,25,8
16,24,25,8
16,23,25,10
16,24,25,1
15,24,26,4
15,24,27,2
15,23,28,4
15,23,29,2
15,22,30,9
16,22,30,6
16,22,29,8
16,21,29,9
17,21,29,10
17,22,29,9
18,22,29,9
19,22,29,2
19,21,30,6
19,21,29,4
19,21,30,6
19,21,29,3
19,22,28,4
19,22,29,4
19,22,30,6
19,22,29,7
18,22,29,1
17,22,30,4
17,22,31,7
16,22,31,6
16,22,30,2
16,21,31,4
16,21,32,6
16,21,31,4
16,21,32,6
16,21,31,4
16,21,32,8
16,20,32,4
16,20,33,6
16,20,32,3
16,21,31,2
16,20,32,7
15,20,32,1
14,20,33,6
14,20,32,1
13,20,33,3
13,21,32,8
13,20,32,6
13,20,31,4
13,20,32,9
14,20,32,3
14,21,31,2
14,20,32,4
14,20,33,8
14,19,33,3
14,20,32,9
15,20,32,9
16,20,32,9
17,20,32,5
17,19,31,10
17,20,31,8
17,19,31,5
17,18,30,3
17,19,29,7
16,19,29,4
16,19,30,3
16,20,29,3
16,21,28,3
16,22,27,6
16,22,26,7
15,22,26,9
16,22,26,8
16,21,26,10
16,22,26,7
15,22,26,5
15,21,25,7
14,21,25,4
14,21,26,7
13,21,26,9
14,21,26,5
14,20,25,9
15,20,25,2
15,19,26,2
15,18,27,4
15,18,28,3
15,19,27,10
15,20,27,4
15,20,28,10
15,21,28,7
14,21,28,10
14,22,28,10
14,23,28,9
15,23,28,3
15,24,27,9
16,24,27,9
17,24,27,10
17,25,27,4
17,25,28,6
17,25,27,2
17,24,28,7
16,24,28,3
16,25,27,10
16,26,27,3
16,27,26,2
16,26,27,10
16,27,27,1
15,27,28,7
14,27,28,9
15,27,28,8
15,26,28,4
15,26,29,6
15,26,28,2
15,25,29,9
16,25,29,4
16,25,30,4
16,25,31,6
16,25,30,9
17,25,30,10
17,26,30,3
17,27,29,4
17,27,30,2
17,26,31,9
18,26,31,9
19,26,31,9
20,26,31,1
19,26,32,6
19,26,31,2
19,25,32,6
19,25,31,6
19,25,30,6
19,25,29,4
19,25,30,2
19,24,31,5
19,23,30,2
19,22,31,2
19,21,32,8
19,20,32,10
19,21,32,2
19,20,33,2
19,19,34,4
19,19,35,4
19,19,36,1
18,19,37,10
18,20,37,1
17,20,38,9
18,20,38,2
18,19,39,2
18,18,40,6
18,18,39,5
18,17,38,6
18,17,37,6
18,17,36,4
18,17,37,4
18,17,38,7
17,17,38,3
17,18,37,4
17,18,38,2
17,17,39,9
18,17,39,7
17,17,39,6
17,17,38,10
17,18,38,3
17,19,37,6
17,19,36,10
17,20,36,6
17,20,35,6
17,20,34,1
16,20,35,4
16,20,36,3
16,21,35,8
16,20,35,6
16,20,34,4
16,20,35,4
16,20,36,3
16,21,35,1
15,21,36,10
15,22,36,3
15,23,35,7
14,23,35,5
14,22,34,8
14,21,34,4
14,21,35,9
15,21,35,3
15,22,34,10
15,23,34,3
15,24,33,1
14,24,34,8
14,23,34,9
15,23,34,9
16,23,34,2
16,22,35,3
16,23,34,3
16,24,33,2
16,23,34,7
15,23,34,10
15,24,34,8
15,23,34,9
16,23,34,2
16,22,35,6
16,22,34,3
16,23,33,9
17,23,33,2
17,22,34,8
17,21,34,8
17,20,34,9
18,20,34,6
18,20,33,9
19,20,33,2
19,19,34,10
19,20,34,6
19,20,33,1
18,20,34,9
19,20,34,8
19,19,34,4
19,19,35,4
19,19,36,2
19,18,37,6
19,18,36,6
19,18,35,3
19,19,34,3
19,20,33,3
19,21,32,10
19,22,32,10
19,23,32,5
19,22,31,1
18,22,32,5
18,21,31,6
18,21,30,3
18,22,29,8
18,21,29,1
17,21,30,8
17,20,30,8
17,19,30,8
17,18,30,6
17,18,29,8
17,17,29,4
17,17,30,4
17,17,31,9
18,17,31,3
18,18,30,10
18,19,30,9
19,19,30,6
19,19,29,9
20,19,29,4
20,19,30,10
20,20,30,3
20,21,29,4
20,21,30,2
20,20,31,10
20,21,31,10
20,22,31,3
20,23,30,3
20,24,29,1
19,24,30,9
20,24,30,8
20,23,30,6
20,23,29,1
19,23,30,1
18,23,31,10
18,24,31,4
18,24,32,2
18,23,33,9
19,23,33,9
20,23,33,6
20,23,32,10
20,24,32,3
20,25,31,3
20,26,30,4
20,26,31,6
20,26,30,1
19,26,31,7
18,26,31,6
18,26,30,1
17,26,31,9
18,26,31,9
19,26,31,8
19,25,31,6
19,25,30,1
18,25,31,10
18,26,31,3
18,27,30,1
17,27,31,5
17,26,30,4
17,26,31,4
17,26,32,9
18,26,32,5
18,25,31,1
17,25,32,8
17,24,32,6
17,24,31,10
17,25,31,1
16,25,32,3
16,26,31,5
16,25,30,2
16,24,31,5
16,23,30,9
17,23,30,10
17,24,30,9
18,24,30,10
18,25,30,10
18,26,30,2
18,25,31,3
18,26,30,8
18,25,30,10
18,26,30,4
18,26,31,4
18,26,32,6
18,26,31,10
18,27,31,3
18,28,30,6
18,28,29,2
18,27,30,4
18,27,31,9
19,27,31,1
18,27,32,9
19,27,32,6
19,27,31,3
19,28,30,7
18,28,30,2
18,27,31,10
18,28,31,1
17,28,32,1
16,28,33,9
17,28,33,3
17,29,32,10
17,30,32,6
17,30,31,5
17,29,30,2
17,28,31,9
18,28,31,2
18,27,32,9
19,27,32,10
19,28,32,6
19,28,31,6
19,28,30,6
19,28,29,8
19,27,29,10
19,28,29,6
19,28,28,7
18,28,28,10
18,29,28,5
18,28,27,8
18,27,27,10
18,28,27,9
19,28,27,9
20,28,27,9
21,28,27,10
21,29,27,7
20,29,27,6
20,29,26,4
20,29,27,9
21,29,27,7
20,29,27,8
20,28,27,4
20,28,28,9
21,28,28,10
21,29,28,5
21,28,27,6
21,28,26,6
21,28,25,2
21,27,26,4
21,27,27,10
21,28,27,2
21,27,28,9
22,27,28,6
22,27,27,2
22,26,28,2
22,25,29,9
23,25,29,4
23,25,30,9
24,25,30,7
23,25,30,1
22,25,31,4
22,25,32,10
22,26,32,1
21,26,33,2
21,25,34,9
22,25,34,2
22,24,35,1
21,24,36,10
21,25,36,4
21,25,37,6
21,25,36,9
22,25,36,3
22,26,35,4
22,26,36,6
22,26,35,6
22,26,34,8
22,25,34,8
22,24,34,8
22,23,34,2
22,22,35,4
22,22,36,3
